tract_id,county,city,disp_type,disp_descr,pop_2013,per_prewar,hburden_ch,emp_conc,hprice_ch,hrent_ch,new_mk_unt,lowinc_ch,lowinc_mig,pop_growth,lowinc_90,lowinc_00,lowinc_13,ed_90,ed_00,ed_13,renter_90,renter_00,renter_13,white_90,white_00,white_13,ed90_00,ed00_13,medinc_90,medinc_00,medinc_13,inc_ch90_00,inc_ch00_13,mkt_ch90_13,mkt_ch00_13,price90_00,price00_13,value90_00,value00_13,gent90_00,gent00_13,mig_09,mig_13
6075033000,San Francisco,San Francisco,6,MHI - At risk of displacement,8173,75.1,-133,3950,19.1,35.1,67,203,5.6,9.0,27.7,26.4,32.8,31.6,39.6,50.2,27.8,29.8,40.9,44.2,55.7,63.0,8.0,10.6,77350,95950,93136,24.0,-2.9,2.8,2.4,4.3,19.1,-4.1,43.7,0,0,4.0,9.7
6075033100,San Francisco,San Francisco,6,MHI - At risk of displacement,4467,39.2,-120,2508,14.7,-22.8,64,63,1.9,19.5,23.1,27.1,30.9,45.8,50.8,60.3,8.9,10.8,15.2,35.0,50.3,67.6,5.0,9.6,92168,103993,112313,12.8,8.0,0.2,4.1,6.5,14.7,2.1,25.1,0,0,1.1,3.0
6075033201,San Francisco,San Francisco,College town,College town,3744,15.0,-25,18629,0.0,-1.6,0,-65,0.9,21.8,38.3,62.0,70.0,47.8,50.9,42.6,98.6,99.7,100.0,38.3,52.5,49.5,3.1,-8.2,56732,45515,26771,-19.8,-41.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48.0,48.9
6075033203,San Francisco,San Francisco,3,LI - Undergoing displacement,3861,35.1,-104,1428,0.0,36.5,39,-69,3.9,14.1,38.3,47.7,43.9,47.8,51.3,53.3,98.6,99.5,100.0,38.3,55.8,55.7,3.6,2.0,56732,62128,67647,9.5,8.9,42.0,2.4,0.0,0.0,-97.8,0.0,0,0,17.7,21.6
6075033204,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,3588,42.1,-120,1628,0.0,26.4,0,80,0.8,-7.4,38.3,47.7,57.7,47.8,51.3,55.8,98.4,99.5,100.0,38.3,55.8,65.7,3.5,4.5,56732,62128,48313,9.5,-22.2,42.1,0.0,0.0,0.0,-97.8,0.0,0,0,17.7,18.4
6075035100,San Francisco,San Francisco,6,MHI - At risk of displacement,7966,70.5,-160,2362,43.4,16.4,157,101,-0.2,2.7,34.1,32.1,33.9,26.3,38.8,47.7,39.2,38.7,41.2,53.9,63.4,70.7,12.5,8.9,69171,83399,96611,20.6,15.8,1.4,5.4,0.3,43.4,-5.0,41.6,0,0,5.3,5.1
6075035201,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,5169,55.0,-123,1753,25.4,29.2,40,164,-2.4,-7.5,35.7,35.3,45.7,28.3,37.8,33.1,55.9,41.4,42.5,56.6,65.9,63.7,9.5,-4.7,59724,83795,66875,40.3,-20.2,0.0,2.0,18.0,25.4,-4.1,36.5,0,0,7.9,5.5
6075035202,San Francisco,San Francisco,3,LI - Undergoing displacement,4563,48.4,-124,4167,37.6,34.0,54,-104,-2.3,2.9,35.7,44.7,39.3,28.3,39.8,46.2,55.9,68.1,63.6,56.6,54.4,57.8,11.5,6.4,59724,68850,71912,15.3,4.4,38.6,2.9,12.2,37.6,1.5,34.9,0,0,7.1,4.8
6075035300,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,7917,60.3,-121,2425,15.9,14.2,108,109,-1.2,11.8,33.2,36.9,40.2,22.9,34.3,34.5,31.6,31.8,34.2,55.8,66.4,75.4,11.4,0.2,67914,77432,72111,14.0,-6.9,1.1,4.2,7.5,15.9,-7.9,39.5,0,0,6.6,5.3
6075035400,San Francisco,San Francisco,6,MHI - At risk of displacement,6648,68.6,-257,1653,50.3,20.2,64,-14,-1.3,-1.2,31.8,34.9,34.9,24.7,36.3,34.5,38.5,34.8,40.8,59.3,65.4,65.8,11.6,-1.8,73386,80629,80313,9.9,-0.4,1.3,2.6,-4.8,50.3,-4.5,42.0,0,0,3.9,2.7
6075040100,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,4408,61.5,-136,10824,50.4,27.4,67,104,-1.1,1.4,38.2,39.4,45.6,44.7,56.1,61.1,75.0,73.6,81.2,47.7,46.3,44.6,11.4,5.0,57437,77032,64219,34.1,-16.6,0.5,3.3,39.3,50.4,15.1,-2.4,0,0,9.0,7.9
6075040200,San Francisco,San Francisco,6,MHI - At risk of displacement,5540,68.7,-178,11102,16.8,-2.2,67,45,-1.9,3.3,32.6,35.5,38.8,43.3,57.3,56.8,72.5,72.5,68.6,48.2,46.8,57.4,14.0,-0.5,66333,78129,82845,17.8,6.0,1.3,2.6,48.5,16.8,3.8,8.2,0,0,6.4,4.6
6075042601,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,4146,68.5,-72,9067,20.1,25.8,5,372,-7.6,5.9,33.3,30.8,52.1,43.8,53.7,55.3,73.2,72.0,78.2,49.4,48.2,58.4,9.9,1.6,64368,85307,56949,32.5,-33.2,3.6,0.3,16.7,20.1,16.0,-1.9,0,0,10.5,3.0
6075042602,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,3500,71.4,-98,6782,47.2,28.9,34,191,-1.0,6.6,33.3,30.8,44.2,43.8,53.7,62.3,73.3,72.0,74.4,49.4,48.2,43.5,9.9,8.6,64368,85307,66779,32.5,-21.7,3.6,2.2,37.8,47.2,16.0,8.5,0,0,10.5,9.5
6075042700,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,5582,42.4,-87,6273,30.6,27.7,144,345,-1.3,1.3,36.9,39.2,54.7,36.4,48.9,48.7,76.6,75.2,71.5,51.3,50.5,54.8,12.6,-0.2,58735,81244,56134,38.3,-30.9,3.9,5.5,22.2,30.6,32.9,5.9,0,0,5.2,3.9
6075042800,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,2459,85.6,-5,2793,21.4,31.8,18,53,-3.4,0.3,14.2,13.1,19.7,67.7,72.7,82.3,22.6,22.3,18.6,21.5,23.6,31.1,5.0,9.6,144449,194731,217344,34.8,11.6,0.0,1.7,40.2,21.4,51.7,-25.9,0,0,4.5,1.1
6075045100,San Francisco,San Francisco,4,LI - Advanced gentrification,4768,65.0,-69,8771,71.7,22.1,177,164,-4.0,-6.5,34.0,37.5,44.0,38.9,41.6,50.4,74.0,72.8,71.0,62.6,59.7,60.6,2.7,8.8,60132,76052,74328,26.5,-2.3,5.0,7.5,22.3,71.7,5.5,26.7,0,1,5.7,1.7
6075045200,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,7145,68.6,-117,5589,34.7,25.6,92,1,-3.6,6.7,36.0,41.5,40.6,35.1,51.1,51.7,65.3,64.0,62.6,57.1,55.7,59.3,16.0,0.6,67256,70431,68373,4.7,-2.9,3.4,3.1,28.7,34.7,6.6,22.4,0,0,11.8,8.2
6075047600,San Francisco,San Francisco,6,MHI - At risk of displacement,5650,66.9,-147,5159,42.0,31.1,112,-12,-3.4,4.0,31.5,36.6,35.2,41.1,48.9,52.5,61.9,60.1,67.1,58.6,58.3,58.0,7.8,3.5,67042,83145,77619,24.0,-6.6,2.6,4.7,39.8,42.0,3.6,27.4,0,0,6.5,3.0
6075047701,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,4011,57.6,-85,5710,47.9,7.1,141,-121,-1.9,-13.1,35.0,47.0,41.7,33.8,44.5,47.8,63.3,67.3,60.1,58.6,58.6,64.7,10.7,3.3,64434,66093,70909,2.6,7.3,9.8,6.8,5.1,47.9,11.7,21.3,0,0,4.4,2.5
6075047702,San Francisco,San Francisco,6,MHI - At risk of displacement,4113,67.8,-79,2965,55.8,21.7,102,69,-5.5,4.2,35.0,34.8,39.0,33.9,39.9,50.2,63.2,57.7,58.6,58.6,60.0,62.2,6.0,10.4,64434,78250,85464,21.4,9.2,0.0,6.0,8.4,55.8,8.0,23.0,0,0,8.8,3.3
6075047801,San Francisco,San Francisco,6,MHI - At risk of displacement,3958,74.6,-213,4816,45.8,32.4,78,-66,-3.9,-5.2,38.0,34.1,33.1,36.0,43.3,55.4,57.2,57.7,47.9,57.3,57.7,59.6,7.3,12.1,61757,77625,76572,25.7,-1.4,3.7,4.3,4.6,45.8,-1.9,28.4,0,0,10.4,6.5
6075047802,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,3860,63.6,-154,4145,26.0,14.3,181,171,-3.2,6.8,38.0,34.1,41.3,36.0,43.3,48.3,57.2,57.7,65.0,57.3,57.7,67.8,7.3,5.0,61757,77625,79250,25.7,2.1,3.7,10.8,8.2,26.0,-1.9,44.6,0,0,10.4,7.2
6075047901,San Francisco,San Francisco,1,LI - Not losing LI households or very early stages of displacement,6445,61.2,-13,3221,22.0,5.9,30,236,-3.9,-1.5,32.6,35.0,44.9,36.4,43.6,51.1,52.4,50.4,48.3,52.5,56.5,58.5,7.2,7.4,69484,86985,65181,25.2,-25.1,0.0,1.1,19.4,22.0,-2.9,37.3,0,0,8.1,4.1
6075047902,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,3645,68.5,-193,2730,19.6,24.2,113,72,-1.1,3.0,32.6,39.1,40.1,36.4,49.3,53.5,52.4,53.5,52.6,52.5,51.5,52.2,12.9,4.2,69484,81728,76635,17.6,-6.2,31.7,6.8,24.3,19.6,-3.4,25.5,0,0,3.7,2.6
6075060100,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,2918,47.4,57,1163,-30.9,-14.6,200,57,-5.1,30.6,33.5,26.0,24.0,44.5,74.9,87.9,98.6,97.9,97.0,40.4,28.2,19.9,30.4,12.9,60611,99321,140000,63.9,41.0,0.0,15.4,334.0,-30.9,51.7,-25.9,0,0,9.2,4.2
6075060400,San Francisco,San Francisco,1,LI - Not losing LI households or very early stages of displacement,1996,1.4,-75,330,0.0,1.4,275,384,-14.3,31.5,34.4,34.5,57.9,43.0,57.1,53.8,75.4,80.9,83.9,34.9,44.9,46.6,14.1,-3.2,62781,71642,52115,14.1,-27.3,0.0,23.2,0.0,0.0,6.7,5.5,0,0,18.2,3.9
6075060502,San Francisco,San Francisco,1,LI - Not losing LI households or very early stages of displacement,3058,57.9,-30,841,-7.4,37.6,45,5,0.9,-10.5,70.6,78.4,80.6,10.4,12.3,17.2,77.4,80.4,81.1,95.2,97.1,96.6,1.9,4.9,22049,24694,22380,12.0,-9.4,84.3,4.3,14.8,-7.4,-10.8,44.8,0,0,2.4,3.3
6075060700,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,9251,0.8,39,14047,0.0,148.3,3591,1216,-3.2,1316.7,4.5,61.4,31.0,33.0,46.9,77.8,30.4,88.9,67.7,18.2,45.9,57.0,13.9,30.9,65805,46575,108929,-29.2,133.9,68.7,77.0,0.0,0.0,312.7,366.6,0,0,8.4,5.2
6075061000,San Francisco,San Francisco,6,MHI - At risk of displacement,4177,22.8,-29,2343,19.0,87.1,643,155,-3.6,74.0,36.4,34.6,27.8,12.2,18.4,46.2,22.0,22.2,33.2,82.2,89.6,85.2,6.2,27.8,65009,82929,101925,27.6,22.9,17.1,42.7,143.8,19.0,3.5,16.2,0,0,4.7,1.1
6075061100,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,4358,65.3,-395,203911,8.3,9.1,0,58,-1.2,10.8,82.0,91.2,92.5,5.8,7.6,9.0,94.4,96.0,95.9,95.5,95.0,95.4,1.8,1.4,16008,19362,13705,21.0,-29.2,22.3,0.0,22.6,8.3,29.4,-10.7,0,0,10.4,9.2
6075061200,San Francisco,San Francisco,4,LI - Advanced gentrification,3995,62.8,-25,5144,16.9,34.9,94,27,-2.5,12.2,51.1,60.5,61.5,10.4,9.5,18.0,47.5,54.4,61.2,92.7,94.5,95.6,-0.8,8.5,46275,47781,50924,3.3,6.6,17.3,7.7,9.4,16.9,-16.2,39.6,0,1,6.8,4.3
6075061400,San Francisco,San Francisco,4,LI - Advanced gentrification,5488,54.0,-320,3242,39.5,151.5,343,-230,-6.2,6.1,35.3,43.7,31.0,41.6,51.4,68.4,60.0,57.7,57.3,43.1,56.4,47.4,9.8,16.9,65671,69483,106767,5.8,53.7,5.5,12.9,52.9,39.5,16.5,31.2,0,1,10.5,4.4
6075061500,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,12038,10.7,-9,152433,35.8,-13.2,4330,586,2.9,101.8,28.5,29.6,25.0,49.6,65.6,77.6,99.4,75.4,57.4,28.5,36.4,51.3,16.0,12.0,71633,103054,118143,43.9,14.6,40.9,51.5,26.7,35.8,37.4,23.8,0,0,8.6,11.5
6075980200,San Francisco,San Francisco,7,MHI - Undergoing displacement,324,85.4,12,1305,0.0,8.5,25,-5,-10.4,40.3,32.1,27.5,14.5,41.7,24.0,56.5,51.6,59.0,51.7,52.1,35.9,29.9,-17.7,32.5,72604,137102,78625,88.8,-42.7,0.0,28.1,-43.0,0.0,26.1,-9.2,0,0,23.8,13.4
6075980300,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,39,62.9,0,643,0.0,2.6,0,-30,-16.0,-71.5,34.7,81.1,0.0,56.5,59.7,89.7,78.3,97.1,100.0,33.7,33.6,0.0,3.2,30.0,65244,31448,122596,-51.8,289.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.0,0.0
6075980501,San Francisco,San Francisco,2,LI - At risk of gentrification or displacement,662,22.0,4,380,59.0,-57.3,156,168,-14.3,60.7,67.9,28.9,78.1,11.2,14.3,22.2,73.8,33.0,71.1,93.7,96.1,86.7,3.1,7.9,25249,95203,13537,277.1,-85.8,0.0,63.4,-3.7,59.0,-13.1,72.7,0,0,20.3,6.0
6075980600,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,357,8.0,20,166,0.0,109.8,0,-25,0.0,-32.6,47.3,46.1,38.1,12.4,9.9,19.1,61.7,29.6,26.8,96.0,94.7,96.1,-2.5,9.2,46527,63401,77500,36.3,22.2,16.9,0.0,0.0,0.0,-19.6,25.1,0,0,0.0,0.0
6075980900,San Francisco,San Francisco,5,MHI - Not losing LI households or very early stages of displacement,247,26.8,0,8270,0.0,202.5,103,29,1.1,-39.9,0.0,34.9,32.6,16.7,28.2,80.2,87.8,60.3,91.9,51.0,60.1,65.6,11.5,52.0,125567,81242,158015,-35.3,94.5,19.7,57.6,0.0,0.0,15.7,0.0,0,0,9.0,10.1
6081600100,San Mateo,Brisbane,4,LI - Advanced gentrification,4969,25.4,-66,1144,1.3,11.8,301,251,-3.3,31.3,49.5,44.6,46.5,22.8,38.9,50.0,40.8,33.7,34.0,25.3,36.9,58.1,16.1,11.1,67430,85973,77599,27.5,-9.7,24.1,13.7,60.6,1.3,8.4,18.3,1,0,5.7,2.4
6081600200,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,4387,30.7,-115,2330,23.7,52.2,116,188,-5.9,12.8,57.9,45.6,58.4,10.2,15.4,24.8,39.8,33.0,46.4,85.7,92.6,97.9,5.2,9.4,56043,82446,54904,47.1,-33.4,10.3,10.4,-3.8,23.7,-1.3,29.5,0,0,7.3,1.4
6081600300,San Mateo,Daly City,1,LI - Not losing LI households or very early stages of displacement,4326,4.7,1,429,-7.2,1.0,195,141,-5.6,14.7,32.1,32.5,40.3,24.3,26.7,36.4,13.7,14.7,17.3,62.0,77.0,85.0,2.4,9.6,83146,96288,93625,15.8,-2.8,2.7,14.1,8.2,-7.2,-12.1,29.3,0,0,6.9,1.3
6081600401,San Mateo,Daly City,4,LI - Advanced gentrification,3271,11.9,1,1090,10.3,48.6,201,81,-3.6,-2.6,39.0,38.1,37.8,26.1,24.0,36.9,22.5,21.2,27.1,81.3,88.5,88.8,-2.1,12.9,80803,91303,93059,13.0,1.9,13.7,18.1,12.7,10.3,-10.7,45.2,0,1,6.8,3.2
6081600402,San Mateo,Daly City,1,LI - Not losing LI households or very early stages of displacement,4879,63.9,-5,1552,13.7,11.3,0,70,-0.2,-1.3,39.0,38.1,47.0,26.1,24.0,22.5,22.5,21.2,24.5,81.3,88.5,93.8,-2.1,-1.5,80803,91303,71905,13.0,-21.2,13.8,0.0,-3.4,13.7,-10.7,26.8,0,0,6.8,6.5
6081600500,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,7916,17.4,-60,1407,-0.1,16.0,117,88,-7.4,1.8,36.2,36.7,41.9,26.8,29.2,32.9,31.6,31.4,34.1,81.5,87.9,90.7,2.4,3.8,83099,91843,83854,10.5,-8.7,5.6,5.2,8.6,-0.1,-9.4,14.7,0,0,9.7,2.3
6081600600,San Mateo,Daly City,4,LI - Advanced gentrification,4993,52.7,-167,5214,-4.2,18.5,132,47,-7.1,-9.6,53.8,50.2,48.0,13.3,18.7,29.3,48.5,43.7,44.6,80.7,90.1,95.4,5.4,10.7,62677,77963,74911,24.4,-3.9,0.0,8.4,34.7,-4.2,-12.1,47.4,0,1,8.2,1.1
6081600700,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,7551,43.3,-127,6314,34.3,23.2,145,-9,-0.5,-3.7,54.1,49.1,44.9,15.0,23.1,25.9,47.2,45.1,49.4,85.4,91.6,90.7,8.2,2.7,61937,76469,74324,23.5,-2.8,6.2,6.7,13.7,34.3,-7.1,28.2,0,0,13.1,12.6
6081600800,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,6871,7.9,-197,5537,13.8,4.9,22,11,3.4,-2.9,64.6,67.9,70.8,25.6,33.4,34.2,93.6,93.5,98.5,69.9,77.7,82.6,7.8,0.8,54340,54108,45602,-0.4,-15.7,0.0,0.7,5.2,13.8,-11.4,39.2,0,0,11.3,14.6
6081600900,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,3932,24.8,-98,751,17.6,14.8,0,3,-6.6,1.1,39.0,37.1,39.5,26.0,43.1,49.7,19.0,19.5,30.0,37.5,50.7,61.1,17.1,6.7,86036,96678,93750,12.4,-3.0,0.0,0.0,11.0,17.6,-7.6,25.1,0,0,9.5,2.9
6081601000,San Mateo,Daly City,5,MHI - Not losing LI households or very early stages of displacement,6972,3.8,-33,526,12.5,12.5,0,-81,0.6,-6.9,30.8,33.0,29.0,25.9,32.1,39.1,18.6,15.7,18.9,67.0,77.9,81.7,6.2,7.1,89101,101761,100041,14.2,-1.7,2.9,0.0,11.1,12.5,-2.7,19.0,0,0,6.1,6.8
6081601100,San Mateo,Daly City,5,MHI - Not losing LI households or very early stages of displacement,5504,9.0,-203,1254,16.4,18.0,17,-124,-0.1,-6.8,40.4,41.5,37.2,25.7,31.0,34.9,26.4,22.4,20.0,55.0,70.5,79.3,5.3,3.9,80506,88686,88530,10.2,-0.2,0.0,0.9,9.1,16.4,-5.3,31.2,0,0,3.4,3.3
6081601200,San Mateo,San Mateo County Unincorporated,2,LI - At risk of gentrification or displacement,5901,40.0,-195,2900,7.8,17.0,74,130,2.6,-9.1,43.4,46.2,51.3,24.6,29.3,22.3,43.9,43.4,39.0,60.0,69.4,75.7,4.7,-7.0,73624,82598,70276,12.2,-14.9,0.8,3.5,24.2,7.8,-5.4,24.5,0,0,4.1,6.7
6081601300,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,8072,10.1,-269,3793,0.4,24.1,186,209,-4.3,7.0,56.8,61.2,64.2,17.9,22.2,20.3,65.9,68.9,78.0,75.9,86.1,88.6,4.4,-2.0,59854,63344,55375,5.8,-12.6,2.9,7.0,12.6,0.4,-8.3,34.3,0,0,9.4,5.1
6081601400,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,6244,7.1,101,4825,4.3,17.9,142,218,-4.8,-6.4,30.8,37.9,48.5,22.8,31.1,35.1,23.1,28.9,33.1,69.0,81.2,90.3,8.3,4.1,87231,94234,71162,8.0,-24.5,4.3,6.9,11.6,4.3,-12.2,25.0,0,0,9.0,4.2
6081601501,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,4939,12.7,-95,2617,12.1,1.0,65,142,-3.7,-4.9,45.3,30.4,39.9,24.3,25.8,33.0,60.8,19.4,20.4,72.9,84.5,90.2,1.5,7.2,72927,106290,89267,45.7,-16.0,0.0,4.7,21.1,12.1,-8.0,28.2,0,0,6.6,2.9
6081601502,San Mateo,Daly City,2,LI - At risk of gentrification or displacement,6308,3.4,-188,4593,13.0,11.3,171,227,1.6,30.3,45.3,57.7,66.4,24.3,31.5,35.1,60.8,87.2,85.4,72.9,85.6,86.4,7.2,3.6,72927,64638,51581,-11.4,-20.2,14.7,9.3,28.6,13.0,13.6,9.2,0,0,13.6,15.2
6081601601,San Mateo,Colma,4,LI - Advanced gentrification,2693,10.6,-1,1512,32.6,29.8,43,-60,-2.7,28.1,59.9,58.4,46.5,15.9,17.5,28.3,26.9,23.2,32.7,40.9,59.6,80.7,1.7,10.8,56843,66896,71895,17.7,7.5,5.3,4.8,-13.9,32.6,-70.9,28.8,0,1,7.1,4.3
6081601603,San Mateo,Daly City,5,MHI - Not losing LI households or very early stages of displacement,6154,0.5,-31,1239,6.8,1.3,80,-1,-9.1,-2.6,25.0,29.1,28.9,31.8,37.1,42.0,34.6,33.6,30.4,76.9,84.9,90.2,5.3,4.9,95415,99728,105198,4.5,5.5,7.0,4.0,13.6,6.8,-10.3,19.8,0,0,11.0,1.9
6081601604,San Mateo,Daly City,1,LI - Not losing LI households or very early stages of displacement,2629,2.4,-27,5819,21.5,10.4,0,-254,-5.1,-4.7,28.6,52.4,40.4,35.1,44.5,46.4,28.2,33.7,23.0,75.8,70.7,68.8,9.4,1.8,88112,70295,80295,-20.2,14.2,0.0,0.0,9.5,21.5,-52.5,9.6,0,0,6.6,1.5
6081601605,San Mateo,Daly City,5,MHI - Not losing LI households or very early stages of displacement,6123,4.1,-27,1812,9.7,-1.6,64,167,-1.6,-7.1,27.9,22.1,31.6,35.5,33.8,39.1,27.0,17.6,26.0,75.8,85.7,91.3,-1.7,5.3,88708,116159,93750,30.9,-19.3,27.9,3.7,3.5,9.7,-7.5,22.2,0,0,3.2,1.6
6081601700,San Mateo,South San Francisco,7,MHI - Undergoing displacement,4598,6.8,-89,1305,23.3,4.2,45,-35,-0.6,10.7,31.5,40.2,36.7,17.6,23.4,31.1,17.8,15.5,18.6,49.7,60.7,73.5,5.7,7.7,93430,90091,90625,-3.6,0.6,1.4,3.3,2.9,23.3,-3.0,31.9,0,0,4.3,3.7
6081601800,San Mateo,South San Francisco,4,LI - Advanced gentrification,6148,19.8,-127,1404,15.9,23.3,147,-21,1.2,10.0,41.8,40.4,36.8,16.3,22.0,30.9,18.7,18.6,19.8,34.0,52.8,68.9,5.7,8.9,78582,85469,89267,8.8,4.4,0.0,7.1,21.3,15.9,-2.8,29.0,0,1,0.7,1.8
6081601901,San Mateo,South San Francisco,3,LI - Undergoing displacement,4379,13.3,-93,1407,20.1,20.4,0,-118,-5.3,0.6,50.1,49.7,48.7,17.4,22.8,21.9,46.1,45.1,41.4,50.6,67.3,74.7,5.4,-0.9,65285,77128,70121,18.1,-9.1,11.1,0.0,3.7,20.1,-11.7,42.2,0,0,10.7,5.4
6081601902,San Mateo,South San Francisco,4,LI - Advanced gentrification,5406,3.0,10,4987,10.1,6.4,468,93,-6.9,15.3,50.1,49.7,42.0,17.3,22.8,33.2,46.1,45.1,61.1,50.6,67.3,81.7,5.5,10.4,65285,77128,83231,18.1,7.9,11.1,20.5,12.0,10.1,-11.7,-7.5,0,1,10.7,3.9
6081602000,San Mateo,South San Francisco,4,LI - Advanced gentrification,7905,24.2,-189,721,4.7,3.2,130,180,-2.6,9.9,37.4,35.0,40.8,19.2,30.6,31.4,22.7,19.4,21.5,44.9,63.6,74.1,11.4,0.8,82400,96154,82003,16.7,-14.7,14.7,5.1,12.1,4.7,4.4,24.2,1,0,4.8,2.2
6081602100,San Mateo,South San Francisco,4,LI - Advanced gentrification,3261,40.2,-81,4010,32.6,20.7,37,17,-4.6,-14.8,51.6,60.6,60.7,10.6,8.0,16.4,71.1,71.8,67.9,73.7,86.7,88.3,-2.6,8.4,62914,61638,60139,-2.0,-2.4,0.9,3.6,0.6,32.6,4.6,20.8,0,1,9.6,5.0
6081602200,San Mateo,South San Francisco,2,LI - At risk of gentrification or displacement,8002,34.1,-308,5580,9.5,13.6,175,122,-4.2,0.1,55.2,62.5,68.3,11.3,13.6,17.8,77.8,80.6,86.7,64.6,78.4,90.4,2.3,4.2,60009,64016,47697,6.7,-25.5,0.0,6.6,22.4,9.5,0.6,27.3,0,0,10.6,6.3
6081602300,San Mateo,South San Francisco,2,LI - At risk of gentrification or displacement,3874,40.5,-89,7709,18.0,-5.6,0,65,5.1,20.9,46.3,49.2,45.1,11.1,16.9,26.0,34.4,34.0,36.1,57.0,72.5,87.1,5.8,9.1,71919,77170,76250,7.3,-1.2,8.7,0.0,38.8,18.0,0.5,29.6,0,0,1.3,6.4
6081602400,San Mateo,South San Francisco,3,LI - Undergoing displacement,7384,26.1,-65,1633,7.5,4.0,79,-80,-1.3,13.4,44.5,49.0,44.8,13.8,23.7,28.1,37.7,38.7,41.3,29.3,45.8,61.9,10.0,4.4,73648,77861,82262,5.7,5.7,3.3,2.9,18.4,7.5,-4.4,24.2,0,0,3.1,1.8
6081602500,San Mateo,South San Francisco,7,MHI - Undergoing displacement,5273,3.4,-62,1185,-3.0,22.5,85,-1,2.5,2.4,20.2,29.6,29.4,35.3,39.2,39.4,11.3,10.8,13.9,72.1,80.6,81.0,3.9,0.1,107904,117391,110204,8.8,-6.1,1.9,5.4,16.0,-3.0,-7.8,17.4,0,0,1.7,4.2
6081602600,San Mateo,South San Francisco,2,LI - At risk of gentrification or displacement,8141,0.5,-68,2661,11.6,18.2,438,355,-0.9,3.2,31.0,33.4,42.8,35.6,40.6,39.7,33.2,28.9,30.1,78.2,87.1,89.5,5.0,-1.0,84461,97297,81190,15.2,-16.6,2.2,15.7,16.6,11.6,-11.2,27.4,0,0,5.3,4.3
6081602700,San Mateo,Pacifica,4,LI - Advanced gentrification,5704,5.2,-75,826,7.5,3.1,177,152,-5.9,3.0,32.1,36.0,40.2,24.8,35.7,38.0,45.8,41.3,39.9,59.4,64.0,70.5,11.0,2.3,82499,100702,94286,22.1,-6.4,9.2,8.8,46.6,7.5,4.7,30.3,1,0,6.8,0.9
6081602800,San Mateo,Pacifica,5,MHI - Not losing LI households or very early stages of displacement,4461,4.7,-4,1044,6.3,6.6,53,90,-7.8,-7.6,24.1,32.0,36.8,27.2,37.7,34.7,28.8,28.4,33.4,58.1,67.7,74.2,10.5,-3.0,96695,103453,90873,7.0,-12.2,11.5,3.4,16.2,6.3,-1.2,21.0,0,0,10.6,2.8
6081602900,San Mateo,Pacifica,5,MHI - Not losing LI households or very early stages of displacement,3807,17.6,-89,2174,0.1,7.8,6,-150,-1.6,-7.9,41.5,43.5,35.8,25.8,34.7,34.8,47.0,51.5,51.7,35.0,38.9,47.1,8.9,0.1,75735,83643,81412,10.4,-2.7,0.0,0.3,19.0,0.1,6.0,23.6,0,0,6.9,5.3
6081603000,San Mateo,Pacifica,1,LI - Not losing LI households or very early stages of displacement,4186,15.9,-178,1175,10.9,12.8,0,3,-6.4,-3.5,47.1,44.0,45.1,27.5,35.5,41.9,51.0,50.1,50.1,27.0,29.9,34.3,8.0,6.4,68779,83569,80795,21.5,-3.3,17.7,0.0,73.6,10.9,2.4,30.4,0,0,11.2,4.8
6081603100,San Mateo,Pacifica,7,MHI - Undergoing displacement,3278,10.3,-66,245,5.2,17.1,76,-83,-2.2,8.3,31.8,33.4,25.1,25.7,43.3,50.5,26.2,17.1,17.8,19.5,23.9,31.3,17.6,7.2,86319,97633,120000,13.1,22.9,3.0,6.0,25.9,5.2,7.0,21.3,0,0,4.4,2.2
